frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,273.0,149.0,0,273.0,149.0,512,209,False,42.65625,21.3875598086,42.65625,21.3875598086,
3,271.0,148.0,0,271.333333333,148.166666667,512,209,False,42.3958333333,21.2679425838,42.3958333333,21.2679425838,0.286574808351
4,276.0,150.0,0,275.826086957,149.931677019,512,209,False,43.097826087,21.521293352,43.097826087,21.521293352,0.746311220658
5,275.0,150.0,0,275.036541293,150.005889439,512,209,False,42.974459577,21.5319458525,42.974459577,21.5319458525,0.123825569072
6,274.0,150.0,0,274.018741498,150.003761091,512,209,False,42.8154283591,21.531640348,42.8154283591,21.531640348,0.159031511411
7,273.0,150.0,0,273.007234747,150.001477748,512,209,False,42.6573804292,21.5313125954,42.6573804292,21.5313125954,0.158048269683
8,271.0,150.0,0,271.020555425,150.000554441,512,209,False,42.3469617852,21.5311800633,42.3469617852,21.5311800633,0.310418672355
9,270.0,150.0,0,269.990678291,150.000206825,512,209,False,42.186043483,21.5311301663,42.186043483,21.5311301663,0.160918309923
10,269.0,150.0,0,268.995712919,150.000077096,512,209,False,42.0305801436,21.5311115449,42.0305801436,21.5311115449,0.15546334049
11,268.0,150.0,0,267.998363245,150.000028735,512,209,False,41.874744257,21.5311046031,41.874744257,21.5311046031,0.155835886717
12,268.0,150.0,0,267.981551764,150.00001071,512,209,False,41.8721174631,21.5311020158,41.8721174631,21.5311020158,0.00262679518047
13,268.0,151.0,0,267.992270411,150.982167664,512,209,False,41.8737922517,21.6720814829,41.8737922517,21.6720814829,0.140989414693
14,268.0,151.0,0,267.997078212,151.010336383,512,209,False,41.8745434706,21.6761248397,41.8745434706,21.6761248397,0.00411254957548
15,267.0,152.0,0,267.016745378,151.986828913,512,209,False,41.7213664653,21.8162912315,41.7213664653,21.8162912315,0.207629025826
16,267.0,153.0,0,266.989258397,152.994276267,512,209,False,41.7170716245,21.9609008996,41.7170716245,21.9609008996,0.144673431381
17,267.0,154.0,0,266.995183723,153.997827691,512,209,False,41.7179974567,22.1049513432,41.7179974567,22.1049513432,0.144053418832
18,268.0,155.0,0,267.98032968,154.999188481,512,209,False,41.8719265125,22.2486873418,41.8719265125,22.2486873418,0.210604348239
19,268.0,156.0,0,268.009649477,155.999697445,512,209,False,41.8765077308,22.3923010687,41.8765077308,22.3923010687,0.143686777792
20,268.0,157.0,0,268.004409131,156.999887229,512,209,False,41.8756889267,22.5358689802,41.8756889267,22.5358689802,0.143570246483
21,268.0,158.0,0,268.001682239,157.999957968,512,209,False,41.8752628498,22.679419804,41.8752628498,22.679419804,0.143551456103
22,269.0,160.0,0,268.98279253,159.982148007,512,209,False,42.0285613328,22.96394469,42.0285613328,22.96394469,0.323194733285
23,269.0,161.0,0,269.010569369,161.010329057,512,209,False,42.0329014639,23.1115304867,42.0329014639,23.1115304867,0.147649599088
24,269.0,163.0,0,269.004752082,162.986826182,512,209,False,42.0319925128,23.3952382079,42.0319925128,23.3952382079,0.28370917735
25,269.0,163.0,0,269.001810067,163.029947905,512,209,False,42.031532823,23.4014279289,42.031532823,23.4014279289,0.00620676734456
26,270.0,165.0,0,269.982840173,164.97715752,512,209,False,42.184818777,23.6809317014,42.184818777,23.6809317014,0.318777261654
