frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,101.0,159.0,20,101.0,159.0,547,237,False,14.7714808044,20.1265822785,14.7714808044,20.1265822785,
3,101.0,159.0,20,101.0,159.0,547,237,False,14.7714808044,20.1265822785,14.7714808044,20.1265822785,0.0
4,99.0,158.0,20,99.0745341615,158.037267081,547,237,False,14.4898770254,20.004717352,14.4898770254,20.004717352,0.306841569239
5,99.0,157.0,20,98.9935751573,157.018337572,547,237,False,14.4780365861,19.8757389332,14.4780365861,19.8757389332,0.129520764885
6,98.0,157.0,20,98.0142744342,156.988738866,547,237,False,14.3348116174,19.8719922615,14.3348116174,19.8719922615,0.143273965504
7,97.0,157.0,20,97.0061239355,156.994931139,547,237,False,14.1873673032,19.8727760935,14.1873673032,19.8727760935,0.147446397711
8,97.0,157.0,20,96.9844742267,156.998068929,547,237,False,14.1842009838,19.8731732822,14.1842009838,19.8731732822,0.00319113416241
9,96.0,157.0,20,96.0111987734,156.999278254,547,237,False,14.0418572246,19.8733263613,14.0418572246,19.8733263613,0.142343841478
10,95.0,156.0,20,95.0049868086,156.017567429,547,237,False,13.8946964254,19.7490591682,13.8946964254,19.7490591682,0.192610062298
11,95.0,156.0,20,94.9840612037,155.989564861,547,237,False,13.8916360079,19.7455145394,13.8916360079,19.7455145394,0.00468300643316
12,94.0,155.0,20,94.0110439985,155.013134282,547,237,False,13.7493300181,19.6219157319,13.7493300181,19.6219157319,0.188487824376
13,94.0,155.0,20,93.9870927407,154.987873687,547,237,False,13.7458270919,19.6187181882,13.7458270919,19.6187181882,0.00474286594741
14,93.0,155.0,20,93.0122109317,154.994665764,547,237,False,13.6032483995,19.6195779448,13.6032483995,19.6195779448,0.142581284522
15,93.0,155.0,20,92.9875294473,154.997972867,547,237,False,13.599638676,19.6199965654,13.599638676,19.6199965654,0.00363391619988
16,92.0,154.0,20,92.0123737837,154.017078919,547,237,False,13.4570199318,19.4958327746,13.4570199318,19.4958327746,0.18909456145
17,92.0,154.0,20,91.9875901488,153.989382717,547,237,False,13.4533952686,19.4923269262,13.4533952686,19.4923269262,0.00504273301732
18,92.0,154.0,20,91.9945600807,153.99523006,547,237,False,13.454414637,19.4930670962,13.454414637,19.4930670962,0.00125974747567
19,92.0,153.0,20,91.997933477,153.016019605,547,237,False,13.4549080039,19.3691164057,13.4549080039,19.3691164057,0.123951672389
20,80.0,153.0,20,80.2132638409,152.988986123,547,237,False,11.7313731394,19.3656944459,11.7313731394,19.3656944459,1.72353826154
21,78.0,151.0,20,77.9113660485,151.030754813,547,237,False,11.394715327,19.1178170649,11.394715327,19.1178170649,0.418068987942
22,77.0,150.0,20,76.9410830096,149.995294685,547,237,False,11.2528092153,18.9867461627,11.2528092153,18.9867461627,0.193175893859
23,76.0,149.0,20,75.9768021602,148.997472531,547,237,False,11.1117809375,18.8604395609,11.1117809375,18.8604395609,0.189320714102
24,75.0,149.0,20,74.9912945373,148.981184619,547,237,False,10.9676481956,18.8583777999,10.9676481956,18.8583777999,0.144147487501
25,75.0,149.0,20,74.9789161765,148.992131888,547,237,False,10.965837832,18.8597635301,10.965837832,18.8597635301,0.00227983870744
26,75.0,149.0,20,74.9912880407,148.997026502,547,237,False,10.9676472454,18.8603831015,10.9676472454,18.8603831015,0.00191254950352
27,75.0,149.0,20,74.9967120655,148.998889773,547,237,False,10.9684405215,18.8606189586,10.9684405215,18.8606189586,0.000827596165549
28,75.0,149.0,20,74.9987725813,148.999586108,547,237,False,10.9687418766,18.8607071023,10.9687418766,18.8607071023,0.000313981257063
29,66.0,151.0,20,66.1600693771,150.964173076,547,237,False,9.67606133486,19.109388997,9.67606133486,19.109388997,1.31638355647
30,64.0,150.0,20,63.9424880463,150.03844862,547,237,False,9.35173499763,18.9922086861,9.35173499763,18.9922086861,0.344846050114
31,63.0,150.0,20,62.9551207954,149.998973046,547,237,False,9.20733028086,18.987211778,9.20733028086,18.987211778,0.144491146149
32,62.0,150.0,20,61.9821509357,149.998882311,547,237,False,9.06503121546,18.9872002925,9.06503121546,18.9872002925,0.142299065868
33,56.0,155.0,20,56.0824753295,154.910366612,547,237,False,8.20219017616,19.6089071661,8.20219017616,19.6089071661,1.0634914648
34,55.0,155.0,20,54.9458234086,155.051504421,547,237,False,8.03595223526,19.6267727115,8.03595223526,19.6267727115,0.167195187456
35,55.0,155.0,20,54.957907543,155.023259967,547,237,False,8.03771956753,19.6231974642,8.03771956753,19.6231974642,0.00398821475217
36,55.0,155.0,20,54.9832634687,155.008863805,547,237,False,8.04142792961,19.6213751652,8.04142792961,19.6213751652,0.00413191516028
37,51.0,160.0,20,51.0650571951,159.914131344,547,237,False,7.46838130824,20.2422951068,7.46838130824,20.2422951068,0.844940237055
38,46.0,158.0,20,46.0454959784,158.088582378,547,237,False,6.73425900964,20.0112129592,6.73425900964,20.0112129592,0.769632709962
39,43.0,164.0,20,42.9823012266,163.896096089,547,237,False,6.2862597772,20.7463412771,6.2862597772,20.7463412771,0.860881499376
40,40.0,169.0,20,39.9917449381,168.972557431,547,237,False,5.84888408601,21.3889313204,5.84888408601,21.3889313204,0.777315546596
41,40.0,170.0,20,39.9433348634,170.061657041,547,237,False,5.84180400196,21.5267920305,5.84180400196,21.5267920305,0.138042395614
42,41.0,171.0,20,40.9584792315,171.026420603,547,237,False,5.99027118559,21.6489140004,5.99027118559,21.6489140004,0.192240162667
43,41.0,172.0,20,41.0013846181,172.010011989,547,237,False,5.99654619643,21.7734192391,5.99654619643,21.7734192391,0.124663267378
44,42.0,173.0,20,41.9834865798,173.0037395,547,237,False,6.14018085262,21.8992075316,6.14018085262,21.8992075316,0.190928282339
45,43.0,174.0,20,42.9930302473,174.001394146,547,237,False,6.28782892099,22.0254929299,6.28782892099,22.0254929299,0.19428832672
46,44.0,175.0,20,43.9973632669,175.000519638,547,237,False,6.4347149202,22.1519645111,6.4347149202,22.1519645111,0.193831260719
47,44.0,175.0,20,44.0168517104,175.018030005,547,237,False,6.4375651496,22.1541810133,6.4375651496,22.1541810133,0.00361063559547
48,45.0,175.0,20,44.9892980331,175.007573619,547,237,False,6.57978764652,22.1528574201,6.57978764652,22.1528574201,0.142228655796
49,45.0,176.0,20,45.0130348242,175.985027323,547,237,False,6.58325920646,22.2765857371,6.58325920646,22.2765857371,0.123777009766
50,46.0,176.0,20,45.9878366178,176.011404177,547,237,False,6.72582619639,22.2799245794,6.72582619639,22.2799245794,0.14260608151
51,46.0,177.0,20,46.0124882753,176.98722699,547,237,False,6.72943155763,22.4034464544,6.72943155763,22.4034464544,0.123574480573
52,47.0,177.0,20,46.9876328218,177.012260968,547,237,False,6.87204867595,22.4066153124,6.87204867595,22.4066153124,0.142652318937
53,47.0,177.0,20,47.0124123132,177.005384424,547,237,False,6.87567273319,22.4057448638,6.87567273319,22.4057448638,0.00372712646419
54,47.0,177.0,20,47.0054408369,177.002045839,547,237,False,6.87465313885,22.4053222581,6.87465313885,22.4053222581,0.00110370657002
55,47.0,176.0,20,47.002066865,176.018600709,547,237,False,6.87415968775,22.2808355328,6.87415968775,22.2808355328,0.124487703304
56,47.0,176.0,20,47.0007722178,175.98995009,547,237,False,6.87397034264,22.2772088722,6.87397034264,22.2772088722,0.00363160004923
57,47.0,176.0,20,47.0002879067,175.995441537,547,237,False,6.87389951103,22.277903992,6.87389951103,22.277903992,0.000698719367634
58,46.0,175.0,20,46.0179436391,175.016098426,547,237,False,6.73022941705,22.1539365096,6.73022941705,22.1539365096,0.189760461104
59,46.0,175.0,20,45.9897051012,174.989015501,547,237,False,6.72609946635,22.1505082913,6.72609946635,22.1505082913,0.00536741780156
60,45.0,175.0,20,45.013186549,174.995093108,547,237,False,6.58328139656,22.1512776086,6.58328139656,22.1512776086,0.142820141815
61,45.0,175.0,20,44.9878931682,174.998132229,547,237,False,6.57958218182,22.1516623075,6.57958218182,22.1516623075,0.00371916427744
62,44.0,175.0,20,44.0125093525,174.999301992,547,237,False,6.43693006984,22.1518103787,6.43693006984,22.1518103787,0.142652188833
63,44.0,175.0,20,43.9876406776,174.999739753,547,237,False,6.4332929693,22.1518657915,6.4332929693,22.1518657915,0.00363752262808
64,44.0,175.0,20,43.9945789135,174.999902998,547,237,False,6.43430770216,22.1518864554,6.43430770216,22.1518864554,0.00101494323287
65,44.0,175.0,20,43.9979404963,174.999963845,547,237,False,6.43479934132,22.1518941576,6.43479934132,22.1518941576,0.000491699494656
66,44.0,176.0,20,43.9992305259,175.982150197,547,237,False,6.4349880111,22.2762215439,6.4349880111,22.2762215439,0.124327529484
67,43.0,176.0,20,43.0175494435,176.010329873,547,237,False,6.29141490947,22.2797885915,6.29141490947,22.2797885915,0.143617406119
68,43.0,176.0,20,42.989558174,176.004662814,547,237,False,6.28732112234,22.2790712423,6.28732112234,22.2790712423,0.00415616205134
69,43.0,176.0,20,42.9952954591,176.001776795,547,237,False,6.2881602134,22.2787059234,6.2881602134,22.2787059234,0.000915167564666
70,43.0,176.0,20,42.998207653,176.0006641,547,237,False,6.28858612841,22.2785650759,6.28858612841,22.2785650759,0.000448599607077
71,43.0,176.0,20,42.9993301036,176.000247609,547,237,False,6.28875028937,22.2785123556,6.28875028937,22.2785123556,0.000172418853251
72,43.0,176.0,20,42.9997502303,176.000092292,547,237,False,6.28881173386,22.2784926952,6.28881173386,22.2784926952,6.45132224933e-05
73,42.0,176.0,20,42.0177432303,176.000034399,547,237,False,6.14519096604,22.278485367,6.14519096604,22.278485367,0.143620768011
74,42.0,177.0,20,41.9896304054,176.982176493,547,237,False,6.14107940116,22.402807151,6.14107940116,22.402807151,0.124389754222
75,42.0,177.0,20,41.9953223811,177.010339674,547,237,False,6.14191186561,22.4063721106,6.14191186561,22.4063721106,0.00366086522017
76,42.0,177.0,20,41.9982176873,177.004666467,547,237,False,6.14233531076,22.4056539832,6.14233531076,22.4056539832,0.000833674309449
77,42.0,177.0,20,41.9993338435,177.001778156,547,237,False,6.14249855115,22.4052883742,6.14249855115,22.4052883742,0.000400396501175
