frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,128.0,106.0,22,127.166666667,107.833333333,544,230,False
3,121.0,89.0,22,121.229813665,89.701863354,544,230,False
4,120.0,77.0,22,120.001740062,77.1980993174,544,230,False
5,110.0,83.0,22,110.161913852,82.740583129,544,230,False
6,106.0,87.0,22,105.960654874,86.9230735372,544,230,False
7,102.0,89.0,22,101.980561141,89.0079669327,544,230,False
8,101.0,90.0,22,100.939012931,90.0225606934,544,230,False
9,99.0,90.0,22,98.9925338419,90.0271828083,544,230,False
10,98.0,91.0,22,97.980111385,90.9931935323,544,230,False
11,97.0,91.0,22,96.9917686052,91.0144888908,544,230,False
12,95.0,91.0,22,95.0147291867,91.0062150015,544,230,False
13,93.0,91.0,22,93.0063414783,91.0023554172,544,230,False
14,91.0,90.0,22,91.0024043236,90.0187160936,544,230,False
15,90.0,89.0,22,89.9830617511,89.0078294236,544,230,False
16,104.0,103.0,22,103.725288475,102.735414084,544,230,False
17,121.0,106.0,22,120.831257589,106.084782943,544,230,False
18,124.0,116.0,22,124.183640363,115.915522147,544,230,False
19,118.0,118.0,22,118.2407704,118.105649517,544,230,False
20,100.0,123.0,22,100.0,123.0,544,230,False
21,97.0,125.0,22,97.5,124.666666667,544,230,False
22,94.0,126.0,22,94.1304347826,125.950310559,544,230,False
23,90.0,128.0,22,90.0749564985,127.961183242,544,230,False
24,87.0,129.0,22,87.0111135436,129.002777156,544,230,False
25,85.0,130.0,22,84.9854236596,130.001864335,544,230,False
26,79.0,134.0,22,79.0650580006,133.947194063,544,230,False
27,76.0,136.0,22,75.9741085204,136.013433377,544,230,False
28,74.0,137.0,22,73.9701138472,137.024428098,544,230,False
29,71.0,139.0,22,71.0057289297,138.99219778,544,230,False
30,70.0,122.0,22,69.9672698148,122.335173208,544,230,False
31,68.0,131.0,22,68.0039687969,130.677358572,544,230,False
32,71.0,126.0,22,70.9130713066,126.108036884,544,230,False
33,70.0,124.0,22,70.0347148837,123.997682874,544,230,False
34,70.0,122.0,22,69.9983142146,121.997098504,544,230,False
35,69.0,120.0,22,69.0165081501,119.998821046,544,230,False
36,68.0,119.0,22,68.006972908,118.981719591,544,230,False
37,48.0,119.0,22,48.3415283785,118.974496501,544,230,False
38,38.0,94.0,22,37.9651490901,94.4355082278,544,230,False
39,48.0,83.0,22,47.6225245738,82.9339081852,544,230,False
40,37.0,83.0,22,37.2164294894,82.768236266,544,230,False
41,33.0,80.0,22,32.9729023257,79.9572148447,544,230,False
42,32.0,78.0,22,31.9312342294,77.9683033151,544,230,False
43,28.0,69.0,22,28.025071456,69.1122867348,544,230,False
44,25.0,57.0,22,24.9939345143,57.1012988156,544,230,False
45,32.0,56.0,22,31.8186385774,55.8444008999,544,230,False
46,37.0,62.0,22,36.9595055896,61.8078985275,544,230,False
47,32.0,59.0,22,32.1645673461,59.0825100659,544,230,False
48,35.0,35.0,22,34.9272438104,35.4126905583,544,230,False
49,52.0,24.0,22,51.7167570345,23.9402215104,544,230,False
50,58.0,37.0,22,58.0783736909,36.5394261885,544,230,False
51,46.0,56.0,22,46.359067568,55.700344537,544,230,False
52,35.0,67.0,22,35.1317789752,67.0248793391,544,230,False
53,31.0,68.0,22,30.9241636004,68.1941715434,544,230,False
54,34.0,64.0,22,33.8409007066,64.1704006915,544,230,False
55,34.0,60.0,22,33.9879491674,60.0682021849,544,230,False
56,32.0,59.0,22,32.0334421784,58.9721355169,544,230,False
57,41.0,54.0,22,40.8180801304,54.0584098562,544,230,False
