frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,160.0,181.0,manual,160.0,181.0,540,227,False
3,160.0,181.0,manual,160.0,181.0,540,227,False
4,160.0,181.0,manual,160.0,181.0,540,227,False
5,160.0,181.0,manual,160.0,181.0,540,227,False
6,160.0,181.0,manual,160.0,181.0,540,227,False
7,160.0,181.0,0,160.0,181.0,540,227,False
8,144.0,179.0,0,146.666666667,179.333333333,540,227,False
9,135.0,186.0,0,135.434782609,185.751552795,540,227,False
10,133.0,188.0,0,133.005621737,187.978316156,540,227,False
11,134.0,188.0,0,133.939269084,188.032095953,540,227,False
12,134.0,188.0,0,133.992246484,188.013899261,540,227,False
13,134.0,188.0,0,133.997822599,188.005273447,540,227,False
14,134.0,188.0,0,133.999222541,188.001969957,540,227,False
15,135.0,188.0,0,134.98187533,188.000734447,540,227,False
16,135.0,188.0,0,135.01022752,188.00027375,540,227,False
17,134.0,188.0,0,134.022461002,188.000102031,540,227,False
18,134.0,188.0,0,133.991427684,188.000038029,540,227,False
19,134.0,188.0,0,133.995994115,188.000014174,540,227,False
20,134.0,188.0,0,133.998468142,188.000005283,540,227,False
21,135.0,188.0,0,134.981590869,188.000001969,540,227,False
22,113.0,185.0,0,113.402520521,185.053509717,540,227,False
23,116.0,179.0,0,115.72370839,179.076013552,540,227,False
24,120.0,173.0,0,119.858784103,173.031014636,540,227,False
25,121.0,172.0,0,120.99904578,171.922506398,540,227,False
26,151.0,176.0,0,150.484863956,175.877673657,540,227,False
27,183.0,167.0,0,182.747693377,167.181807617,540,227,False
28,185.0,168.0,0,185.438165258,167.900281485,540,227,False
29,187.0,169.0,0,187.188779575,168.954818561,540,227,False
30,187.0,172.0,0,187.107252503,171.94710398,540,227,False
31,186.0,175.0,0,186.059576425,174.978559369,540,227,False
32,186.0,179.0,0,186.005306764,178.974089848,540,227,False
33,177.0,175.0,0,177.161696192,175.132175999,540,227,False
34,162.0,144.0,0,162.174927949,144.537632304,540,227,False
35,158.0,138.0,0,157.874485853,137.777846525,540,227,False
36,156.0,137.0,0,155.908419734,136.807797794,540,227,False
37,157.0,139.0,0,156.910213777,138.869618855,540,227,False
38,159.0,141.0,0,158.946035697,140.948593727,540,227,False
39,162.0,143.0,0,161.961069339,142.980705563,540,227,False
40,165.0,146.0,0,164.98458944,145.974965902,540,227,False
41,168.0,149.0,0,167.994213154,148.98981554,540,227,False
42,170.0,151.0,0,170.015677419,151.013999561,540,227,False
43,171.0,151.0,0,171.024533003,151.04174211,540,227,False
44,172.0,153.0,0,172.010038228,152.981633141,540,227,False
45,161.0,129.0,0,161.217820134,129.455275434,540,227,False
46,149.0,111.0,0,149.10926599,111.084785017,540,227,False
47,142.0,106.0,0,141.952887295,105.79566537,540,227,False
48,140.0,106.0,0,139.889055247,105.823369006,540,227,False
49,138.0,108.0,0,137.954180235,107.893686151,540,227,False
50,137.0,110.0,0,136.964872081,109.958437987,540,227,False
51,137.0,110.0,0,136.968207165,110.02008915,540,227,False
52,136.0,110.0,0,136.005091754,110.009190216,540,227,False
53,130.0,84.0,0,130.091890147,84.4672513341,540,227,False
54,123.0,71.0,0,123.056391788,70.9644759162,540,227,False
55,122.0,69.0,0,121.91505977,68.7805259693,540,227,False
56,120.0,69.0,0,119.981107156,68.8726566765,540,227,False
57,119.0,71.0,0,118.975732923,70.9146851191,540,227,False
58,119.0,71.0,0,118.972294636,71.0020630763,540,227,False
59,119.0,59.0,0,118.988780779,59.2164253042,540,227,False
60,126.0,28.0,0,125.870921396,28.42987551,540,227,False
61,109.0,26.0,0,109.373985328,25.6596791953,540,227,False
62,104.0,31.0,0,103.945553527,30.7243494391,540,227,False
63,103.0,33.0,0,102.899085588,32.9436485811,540,227,False
64,103.0,35.0,0,102.94069318,34.9812168532,540,227,False
65,103.0,36.0,0,102.976857248,36.0109417938,540,227,False
66,104.0,36.0,0,103.973488331,36.0227731449,540,227,False
67,105.0,34.0,0,104.989262758,34.0450552051,540,227,False
68,106.0,32.0,0,105.995957104,32.0185426977,540,227,False
69,111.0,20.0,0,110.92714588,20.185358167,540,227,False
70,79.0,43.0,0,79.629375943,42.4533539645,540,227,False
71,75.0,55.0,0,74.7665791884,54.9629903362,540,227,False
72,70.0,58.0,0,69.9084406809,58.1547119359,540,227,False
73,69.0,61.0,0,68.8943109174,61.065727382,540,227,False
74,70.0,62.0,0,69.9215107239,62.0605561557,540,227,False
75,73.0,63.0,0,72.9332021813,63.0242957934,540,227,False
76,73.0,63.0,0,73.0268157559,63.0269743204,540,227,False
77,72.0,62.0,0,72.0303056694,62.0287475814,540,227,False
78,70.0,62.0,0,70.0301037014,61.9937729323,540,227,False
79,69.0,61.0,0,68.9942838572,61.0147046558,540,227,False
80,67.0,61.0,0,67.0148953475,60.9884590838,540,227,False
81,64.0,60.0,0,64.0242028253,60.0127202825,540,227,False
82,61.0,60.0,0,61.0099133144,59.9877192946,540,227,False
83,57.0,59.0,0,57.021573885,59.0124445429,540,227,False
84,53.0,59.0,0,53.008896521,58.9876165219,540,227,False
85,52.0,58.0,0,51.949847832,58.0124062379,540,227,False
86,50.0,57.0,0,49.9965851274,57.0054385726,540,227,False
87,44.0,65.0,0,44.0708036465,64.8415390727,540,227,False
88,39.0,74.0,0,39.0120025013,73.9154226878,540,227,False
89,36.0,75.0,0,35.9681123649,75.1099462652,540,227,False
90,34.0,74.0,0,33.9685385954,74.0834213519,540,227,False
91,32.0,80.0,0,31.9873370218,79.9082692231,540,227,False
92,56.0,64.0,0,55.5314909642,64.3523320243,540,227,False
93,54.0,58.0,0,54.2669293318,57.9714532953,540,227,False
94,51.0,57.0,0,51.1384553922,56.8925281527,540,227,False
95,47.0,55.0,0,47.0713055325,54.9731460149,540,227,False
96,44.0,52.0,0,44.0096831351,52.0084592386,540,227,False
97,42.0,49.0,0,41.9849642839,49.0040366821,540,227,False
98,39.0,47.0,0,39.0113400384,46.9837104998,540,227,False
99,38.0,45.0,0,37.9693648116,44.9930771183,540,227,False
100,37.0,44.0,0,36.986913481,43.9795426579,540,227,False
101,35.0,44.0,0,35.0128789439,43.973683398,540,227,False
102,35.0,43.0,0,34.9699772632,43.0071332268,540,227,False
103,55.0,53.0,0,54.6304170596,52.8072698122,540,227,False
104,74.0,41.0,0,73.8629361667,41.3112153586,540,227,False
105,67.0,28.0,0,67.4126915246,28.1521619037,540,227,False
106,59.0,25.0,0,59.1938468951,24.8800805822,540,227,False
107,58.0,23.0,0,57.9493110777,22.9290151017,540,227,False
108,58.0,21.0,0,57.9573878938,20.9722847728,540,227,False
109,59.0,19.0,0,58.9651463848,18.9896099049,540,227,False
110,58.0,33.0,0,58.0217742987,32.7107433295,540,227,False
111,56.0,35.0,0,56.0276156143,35.0925684499,540,227,False
